#ID;TIME;DOSE;ADDL;II;Y;YTYPE;CENS;CELL LINE;DOSE GROUP;DOSECAT;DRUG;DRUGCAT;EXPERIMENT;BW;YTV;KA;V;KE;w0;I
40;2;.;.;.;249.158;2;.;1;0;0;2;0;2;26.1;249.158;55;1.4;3.87;191.808;0.0077169
41;0;.;.;.;132.9615;2;.;1;25;25;2;2;2;23.9;.;55;1.3941;2.2989;132.9615;0.0077169
41;3;600;.;.;.;.;.;1;25;25;2;2;2;24.3;.;55;1.3941;2.2989;132.9615;0.0077169
41;4;600;2;1;.;.;.;1;25;25;2;2;2;23.8;.;55;1.3941;2.2989;132.9615;0.0077169
41;7;600;1;1;.;.;.;1;25;25;2;2;2;23.8;.;55;1.3941;2.2989;132.9615;0.0077169
41;9;600;1;1;.;.;.;1;25;25;2;2;2;24.1;.;55;1.3941;2.2989;132.9615;0.0077169
41;11;575;2;1;.;.;.;1;25;25;2;2;2;22.6;.;55;1.3941;2.2989;132.9615;0.0077169
41;14;600;1;1;.;.;.;1;25;25;2;2;2;23.8;.;55;1.3941;2.2989;132.9615;0.0077169
41;16;575;.;.;.;.;.;1;25;25;2;2;2;23.3;.;55;1.3941;2.2989;132.9615;0.0077169
41;30;.;.;.;2021.6;2;.;1;25;25;2;2;2;24.9;2021.6;55;1.3941;2.2989;132.9615;0.0077169
41;28;.;.;.;1783.296;2;.;1;25;25;2;2;2;24.9;1783.296;55;1.3941;2.2989;132.9615;0.0077169
41;25;.;.;.;1494.954;2;.;1;25;25;2;2;2;24.9;1494.954;55;1.3941;2.2989;132.9615;0.0077169
41;23;.;.;.;1179.648;2;.;1;25;25;2;2;2;24.5;1179.648;55;1.3941;2.2989;132.9615;0.0077169
41;21;.;.;.;1085.9375;2;.;1;25;25;2;2;2;25;1085.9375;55;1.3941;2.2989;132.9615;0.0077169
41;18;.;.;.;647.352;2;.;1;25;25;2;2;2;23.2;647.352;55;1.3941;2.2989;132.9615;0.0077169
41;16;.;.;.;520;2;.;1;25;25;2;2;2;23.3;520;55;1.3941;2.2989;132.9615;0.0077169
41;14;.;.;.;469.3;2;.;1;25;25;2;2;2;23.8;469.3;55;1.3941;2.2989;132.9615;0.0077169
41;11;.;.;.;442.225;2;.;1;25;25;2;2;2;22.6;442.225;55;1.3941;2.2989;132.9615;0.0077169
41;9;.;.;.;328.104;2;.;1;25;25;2;2;2;24.1;328.104;55;1.3941;2.2989;132.9615;0.0077169
41;7;.;.;.;294.4;2;.;1;25;25;2;2;2;23.8;294.4;55;1.3941;2.2989;132.9615;0.0077169
41;4;.;.;.;225;2;.;1;25;25;2;2;2;23.8;225;55;1.3941;2.2989;132.9615;0.0077169
41;2;.;.;.;178.5375;2;.;1;25;25;2;2;2;24.3;178.5375;55;1.3941;2.2989;132.9615;0.0077169
42;0;.;.;.;196.599;2;.;1;6.25;6.25;2;2;2;26.8;.;55;1.404;4.086;196.599;0.0077169
42;3;175;.;.;.;.;.;1;6.25;6.25;2;2;2;27.8;.;55;1.404;4.086;196.599;0.0077169
42;4;162.5;2;1;.;.;.;1;6.25;6.25;2;2;2;26.1;.;55;1.404;4.086;196.599;0.0077169
42;7;162.5;1;1;.;.;.;1;6.25;6.25;2;2;2;26.1;.;55;1.404;4.086;196.599;0.0077169
42;9;168.75;1;1;.;.;.;1;6.25;6.25;2;2;2;27;.;55;1.404;4.086;196.599;0.0077169
42;11;156.25;2;1;.;.;.;1;6.25;6.25;2;2;2;24.7;.;55;1.404;4.086;196.599;0.0077169
42;14;162.5;1;1;.;.;.;1;6.25;6.25;2;2;2;26.2;.;55;1.404;4.086;196.599;0.0077169
42;16;162.5;.;.;.;.;.;1;6.25;6.25;2;2;2;26.2;.;55;1.404;4.086;196.599;0.0077169
42;25;.;.;.;1842.683;2;.;1;6.25;6.25;2;2;2;27.5;1842.683;55;1.404;4.086;196.599;0.0077169
42;23;.;.;.;1620.3015;2;.;1;6.25;6.25;2;2;2;26.5;1620.3015;55;1.404;4.086;196.599;0.0077169
42;21;.;.;.;1482.751;2;.;1;6.25;6.25;2;2;2;27.2;1482.751;55;1.404;4.086;196.599;0.0077169
42;18;.;.;.;1034.438;2;.;1;6.25;6.25;2;2;2;26.9;1034.438;55;1.404;4.086;196.599;0.0077169
42;16;.;.;.;1000.8;2;.;1;6.25;6.25;2;2;2;26.2;1000.8;55;1.404;4.086;196.599;0.0077169
42;14;.;.;.;972;2;.;1;6.25;6.25;2;2;2;26.2;972;55;1.404;4.086;196.599;0.0077169
42;11;.;.;.;700.0875;2;.;1;6.25;6.25;2;2;2;24.7;700.0875;55;1.404;4.086;196.599;0.0077169
42;9;.;.;.;550.4265;2;.;1;6.25;6.25;2;2;2;27;550.4265;55;1.404;4.086;196.599;0.0077169
42;7;.;.;.;427.734;2;.;1;6.25;6.25;2;2;2;26.1;427.734;55;1.404;4.086;196.599;0.0077169
42;4;.;.;.;352.352;2;.;1;6.25;6.25;2;2;2;26.1;352.352;55;1.404;4.086;196.599;0.0077169
42;2;.;.;.;250.3125;2;.;1;6.25;6.25;2;2;2;27.8;250.3125;55;1.404;4.086;196.599;0.0077169
52;3;650;.;.;.;.;.;1;25;25;1;1;2;26.2;.;55;0.12595;6.9663;205.35;0
52;4;625;2;1;.;.;.;1;25;25;1;1;2;25.2;.;55;0.12595;6.9663;205.35;0
52;7;650;1;1;.;.;.;1;25;25;1;1;2;25.8;.;55;0.12595;6.9663;205.35;0
52;9;650;1;1;.;.;.;1;25;25;1;1;2;25.9;.;55;0.12595;6.9663;205.35;0
52;11;625;2;1;.;.;.;1;25;25;1;1;2;24.9;.;55;0.12595;6.9663;205.35;0
52;14;650;1;1;.;.;.;1;25;25;1;1;2;25.5;.;55;0.12595;6.9663;205.35;0
52;16;650;.;.;.;.;.;1;25;25;1;1;2;26.4;.;55;0.12595;6.9663;205.35;0
52;0;.;.;.;205.35;2;.;1;25;25;1;1;2;24.5;.;55;0.12595;6.9663;205.35;0
52;30;.;.;.;1379.742;2;.;1;25;25;1;1;2;27;1379.742;55;0.12595;6.9663;205.35;0
52;28;.;.;.;1228.392;2;.;1;25;25;1;1;2;27.9;1228.392;55;0.12595;6.9663;205.35;0
52;25;.;.;.;1130.496;2;.;1;25;25;1;1;2;27.6;1130.496;55;0.12595;6.9663;205.35;0
52;23;.;.;.;1078.125;2;.;1;25;25;1;1;2;26.7;1078.125;55;0.12595;6.9663;205.35;0
52;21;.;.;.;939.87;2;.;1;25;25;1;1;2;26.8;939.87;55;0.12595;6.9663;205.35;0
52;18;.;.;.;831.744;2;.;1;25;25;1;1;2;25.6;831.744;55;0.12595;6.9663;205.35;0
52;16;.;.;.;746.496;2;.;1;25;25;1;1;2;26.4;746.496;55;0.12595;6.9663;205.35;0
52;14;.;.;.;629.695;2;.;1;25;25;1;1;2;25.5;629.695;55;0.12595;6.9663;205.35;0
52;11;.;.;.;520;2;.;1;25;25;1;1;2;24.9;520;55;0.12595;6.9663;205.35;0
52;9;.;.;.;379.456;2;.;1;25;25;1;1;2;25.9;379.456;55;0.12595;6.9663;205.35;0
52;7;.;.;.;301.806;2;.;1;25;25;1;1;2;25.8;301.806;55;0.12595;6.9663;205.35;0
52;4;.;.;.;278.8425;2;.;1;25;25;1;1;2;25.2;278.8425;55;0.12595;6.9663;205.35;0
52;2;.;.;.;191.808;2;.;1;25;25;1;1;2;26.2;191.808;55;0.12595;6.9663;205.35;0
62;0;.;.;.;84.096;2;.;1;25;25;2;2;2;24.9;.;55;1.4003;5.5932;84.096;0.0077169
62;3;625;.;.;.;.;.;1;25;25;2;2;2;25.1;.;55;1.4003;5.5932;84.096;0.0077169
62;4;625;2;1;.;.;.;1;25;25;2;2;2;25.2;.;55;1.4003;5.5932;84.096;0.0077169
62;7;625;1;1;.;.;.;1;25;25;2;2;2;25.3;.;55;1.4003;5.5932;84.096;0.0077169
62;9;625;1;1;.;.;.;1;25;25;2;2;2;24.9;.;55;1.4003;5.5932;84.096;0.0077169
62;11;600;2;1;.;.;.;1;25;25;2;2;2;23.7;.;55;1.4003;5.5932;84.096;0.0077169
62;14;625;1;1;.;.;.;1;25;25;2;2;2;25;.;55;1.4003;5.5932;84.096;0.0077169
62;16;625;.;.;.;.;.;1;25;25;2;2;2;25.1;.;55;1.4003;5.5932;84.096;0.0077169
62;30;.;.;.;1447.767;2;.;1;25;25;2;2;2;23.9;1447.767;55;1.4003;5.5932;84.096;0.0077169
62;28;.;.;.;1287.466;2;.;1;25;25;2;2;2;24.8;1287.466;55;1.4003;5.5932;84.096;0.0077169
62;25;.;.;.;1257.698;2;.;1;25;25;2;2;2;24.2;1257.698;55;1.4003;5.5932;84.096;0.0077169
62;23;.;.;.;1202.4;2;.;1;25;25;2;2;2;24.6;1202.4;55;1.4003;5.5932;84.096;0.0077169
62;21;.;.;.;1064.6125;2;.;1;25;25;2;2;2;22.3;1064.6125;55;1.4003;5.5932;84.096;0.0077169
62;18;.;.;.;804.825;2;.;1;25;25;2;2;2;24.7;804.825;55;1.4003;5.5932;84.096;0.0077169
62;16;.;.;.;626.688;2;.;1;25;25;2;2;2;25.1;626.688;55;1.4003;5.5932;84.096;0.0077169
62;14;.;.;.;475.26;2;.;1;25;25;2;2;2;25;475.26;55;1.4003;5.5932;84.096;0.0077169
62;11;.;.;.;456.896;2;.;1;25;25;2;2;2;23.7;456.896;55;1.4003;5.5932;84.096;0.0077169
62;9;.;.;.;264.6525;2;.;1;25;25;2;2;2;24.9;264.6525;55;1.4003;5.5932;84.096;0.0077169
62;7;.;.;.;242.55;2;.;1;25;25;2;2;2;25.3;242.55;55;1.4003;5.5932;84.096;0.0077169
62;4;.;.;.;225.4;2;.;1;25;25;2;2;2;25.2;225.4;55;1.4003;5.5932;84.096;0.0077169
62;2;.;.;.;130.5375;2;.;1;25;25;2;2;2;25.1;130.5375;55;1.4003;5.5932;84.096;0.0077169
67;3;2850;.;.;.;.;.;1;100;100;1;1;2;28.3;.;55;0.14146;7.6432;186.2;0
67;4;2750;2;1;.;.;.;1;100;100;1;1;2;27.4;.;55;0.14146;7.6432;186.2;0
67;7;2450;1;1;.;.;.;1;100;100;1;1;2;24.7;.;55;0.14146;7.6432;186.2;0
67;14;2650;1;1;.;.;.;1;100;100;1;1;2;26.5;.;55;0.14146;7.6432;186.2;0
67;16;2550;.;.;.;.;.;1;100;100;1;1;2;25.6;.;55;0.14146;7.6432;186.2;0
67;0;.;.;.;186.2;2;.;1;100;100;1;1;2;28.5;.;55;0.14146;7.6432;186.2;0
67;30;.;.;.;605.696;2;.;1;100;100;1;1;2;30;605.696;55;0.14146;7.6432;186.2;0
67;28;.;.;.;530;2;.;1;100;100;1;1;2;30.9;530;55;0.14146;7.6432;186.2;0
67;25;.;.;.;303.408;2;.;1;100;100;1;1;2;29.9;303.408;55;0.14146;7.6432;186.2;0
67;4;.;.;.;282.408;2;.;1;100;100;1;1;2;27.4;282.408;55;0.14146;7.6432;186.2;0
67;23;.;.;.;208.088;2;.;1;100;100;1;1;2;29;208.088;55;0.14146;7.6432;186.2;0
67;2;.;.;.;207.831;2;.;1;100;100;1;1;2;28.3;207.831;55;0.14146;7.6432;186.2;0
67;21;.;.;.;112.694;2;.;1;100;100;1;1;2;29.5;112.694;55;0.14146;7.6432;186.2;0
67;14;.;.;.;83.824;2;.;1;100;100;1;1;2;26.5;83.824;55;0.14146;7.6432;186.2;0
67;7;.;.;.;77.2475;2;.;1;100;100;1;1;2;24.7;77.2475;55;0.14146;7.6432;186.2;0
67;18;.;.;.;67.228;2;.;1;100;100;1;1;2;24.4;67.228;55;0.14146;7.6432;186.2;0
67;16;.;.;.;64.512;2;.;1;100;100;1;1;2;25.6;64.512;55;0.14146;7.6432;186.2;0
67;9;.;.;.;28.0645;2;.;1;100;100;1;1;2;22.1;28.0645;55;0.14146;7.6432;186.2;0
67;11;.;.;.;23.698;2;.;1;100;100;1;1;2;23.4;23.698;55;0.14146;7.6432;186.2;0
68;0;.;.;.;167.936;2;.;1;25;25;2;2;2;29.8;.;55;1.4072;4.1077;167.936;0.0077169
68;3;775;.;.;.;.;.;1;25;25;2;2;2;30.8;.;55;1.4072;4.1077;167.936;0.0077169
68;4;750;2;1;.;.;.;1;25;25;2;2;2;30;.;55;1.4072;4.1077;167.936;0.0077169
68;7;750;1;1;.;.;.;1;25;25;2;2;2;29.6;.;55;1.4072;4.1077;167.936;0.0077169
68;9;750;1;1;.;.;.;1;25;25;2;2;2;30.4;.;55;1.4072;4.1077;167.936;0.0077169
68;11;725;2;1;.;.;.;1;25;25;2;2;2;28.8;.;55;1.4072;4.1077;167.936;0.0077169
68;14;775;1;1;.;.;.;1;25;25;2;2;2;30.5;.;55;1.4072;4.1077;167.936;0.0077169
68;16;750;.;.;.;.;.;1;25;25;2;2;2;30.3;.;55;1.4072;4.1077;167.936;0.0077169
68;28;.;.;.;1912.5;2;.;1;25;25;2;2;2;30.9;1912.5;55;1.4072;4.1077;167.936;0.0077169
68;25;.;.;.;1526.359;2;.;1;25;25;2;2;2;31.3;1526.359;55;1.4072;4.1077;167.936;0.0077169
68;23;.;.;.;1137.6;2;.;1;25;25;2;2;2;30.7;1137.6;55;1.4072;4.1077;167.936;0.0077169
68;21;.;.;.;948.787;2;.;1;25;25;2;2;2;31.6;948.787;55;1.4072;4.1077;167.936;0.0077169
68;18;.;.;.;605.696;2;.;1;25;25;2;2;2;30.4;605.696;55;1.4072;4.1077;167.936;0.0077169
68;16;.;.;.;416.295;2;.;1;25;25;2;2;2;30.3;416.295;55;1.4072;4.1077;167.936;0.0077169
68;14;.;.;.;379.3125;2;.;1;25;25;2;2;2;30.5;379.3125;55;1.4072;4.1077;167.936;0.0077169
68;11;.;.;.;372.0875;2;.;1;25;25;2;2;2;28.8;372.0875;55;1.4072;4.1077;167.936;0.0077169
68;9;.;.;.;338.688;2;.;1;25;25;2;2;2;30.4;338.688;55;1.4072;4.1077;167.936;0.0077169
68;7;.;.;.;277.248;2;.;1;25;25;2;2;2;29.6;277.248;55;1.4072;4.1077;167.936;0.0077169
68;4;.;.;.;259.92;2;.;1;25;25;2;2;2;30;259.92;55;1.4072;4.1077;167.936;0.0077169
68;2;.;.;.;230.688;2;.;1;25;25;2;2;2;30.8;230.688;55;1.4072;4.1077;167.936;0.0077169
75;0;.;.;.;165.292;2;.;1;6.25;6.25;2;2;2;23.3;.;55;1.4076;4.2061;165.292;0.0077169
75;3;150;.;.;.;.;.;1;6.25;6.25;2;2;2;24.1;.;55;1.4076;4.2061;165.292;0.0077169
75;4;150;2;1;.;.;.;1;6.25;6.25;2;2;2;23.5;.;55;1.4076;4.2061;165.292;0.0077169
75;7;150;1;1;.;.;.;1;6.25;6.25;2;2;2;23.6;.;55;1.4076;4.2061;165.292;0.0077169
75;9;156.25;1;1;.;.;.;1;6.25;6.25;2;2;2;24.6;.;55;1.4076;4.2061;165.292;0.0077169
75;11;150;2;1;.;.;.;1;6.25;6.25;2;2;2;23.6;.;55;1.4076;4.2061;165.292;0.0077169
75;14;150;1;1;.;.;.;1;6.25;6.25;2;2;2;24;.;55;1.4076;4.2061;165.292;0.0077169
75;16;150;.;.;.;.;.;1;6.25;6.25;2;2;2;24.2;.;55;1.4076;4.2061;165.292;0.0077169
75;25;.;.;.;2004.002;2;.;1;6.25;6.25;2;2;2;24.6;2004.002;55;1.4076;4.2061;165.292;0.0077169
75;23;.;.;.;1605.8565;2;.;1;6.25;6.25;2;2;2;24.2;1605.8565;55;1.4076;4.2061;165.292;0.0077169
75;21;.;.;.;1369.328;2;.;1;6.25;6.25;2;2;2;24.4;1369.328;55;1.4076;4.2061;165.292;0.0077169
75;18;.;.;.;1038.096;2;.;1;6.25;6.25;2;2;2;23.3;1038.096;55;1.4076;4.2061;165.292;0.0077169
75;16;.;.;.;904.498;2;.;1;6.25;6.25;2;2;2;24.2;904.498;55;1.4076;4.2061;165.292;0.0077169
75;14;.;.;.;832.8065;2;.;1;6.25;6.25;2;2;2;24;832.8065;55;1.4076;4.2061;165.292;0.0077169
75;11;.;.;.;795.675;2;.;1;6.25;6.25;2;2;2;23.6;795.675;55;1.4076;4.2061;165.292;0.0077169
75;9;.;.;.;645.2875;2;.;1;6.25;6.25;2;2;2;24.6;645.2875;55;1.4076;4.2061;165.292;0.0077169
75;7;.;.;.;579.15;2;.;1;6.25;6.25;2;2;2;23.6;579.15;55;1.4076;4.2061;165.292;0.0077169
75;4;.;.;.;317.583;2;.;1;6.25;6.25;2;2;2;23.5;317.583;55;1.4076;4.2061;165.292;0.0077169
75;2;.;.;.;233.046;2;.;1;6.25;6.25;2;2;2;24.1;233.046;55;1.4076;4.2061;165.292;0.0077169
78;0;.;.;.;134.946;2;.;1;100;100;2;2;2;22.4;.;55;1.4023;4.856;134.946;0.0077169
78;3;2300;.;.;.;.;.;1;100;100;2;2;2;22.8;.;55;1.4023;4.856;134.946;0.0077169
78;4;2200;2;1;.;.;.;1;100;100;2;2;2;21.9;.;55;1.4023;4.856;134.946;0.0077169
78;7;2200;1;1;.;.;.;1;100;100;2;2;2;21.9;.;55;1.4023;4.856;134.946;0.0077169
78;9;2200;1;1;.;.;.;1;100;100;2;2;2;21.7;.;55;1.4023;4.856;134.946;0.0077169
78;11;2000;2;1;.;.;.;1;100;100;2;2;2;20.2;.;55;1.4023;4.856;134.946;0.0077169
78;14;2000;1;1;.;.;.;1;100;100;2;2;2;20.1;.;55;1.4023;4.856;134.946;0.0077169
78;16;1900;.;.;.;.;.;1;100;100;2;2;2;19.2;.;55;1.4023;4.856;134.946;0.0077169
78;30;.;.;.;473.984;2;.;1;100;100;2;2;2;21;473.984;55;1.4023;4.856;134.946;0.0077169
78;28;.;.;.;352;2;.;1;100;100;2;2;2;21.5;352;55;1.4023;4.856;134.946;0.0077169
78;4;.;.;.;293.327;2;.;1;100;100;2;2;2;21.9;293.327;55;1.4023;4.856;134.946;0.0077169
78;2;.;.;.;199.1195;2;.;1;100;100;2;2;2;22.8;199.1195;55;1.4023;4.856;134.946;0.0077169
78;25;.;.;.;169.984;2;.;1;100;100;2;2;2;21.5;169.984;55;1.4023;4.856;134.946;0.0077169
78;7;.;.;.;168.776;2;.;1;100;100;2;2;2;21.9;168.776;55;1.4023;4.856;134.946;0.0077169
78;23;.;.;.;104.284;2;.;1;100;100;2;2;2;21.3;104.284;55;1.4023;4.856;134.946;0.0077169
78;11;.;.;.;99.144;2;.;1;100;100;2;2;2;20.2;99.144;55;1.4023;4.856;134.946;0.0077169
78;9;.;.;.;98.696;2;.;1;100;100;2;2;2;21.7;98.696;55;1.4023;4.856;134.946;0.0077169
78;14;.;.;.;46.225;2;.;1;100;100;2;2;2;20.1;46.225;55;1.4023;4.856;134.946;0.0077169
78;21;.;.;.;43.56;2;.;1;100;100;2;2;2;21.8;43.56;55;1.4023;4.856;134.946;0.0077169
78;16;.;.;.;36;2;.;1;100;100;2;2;2;19.2;36;55;1.4023;4.856;134.946;0.0077169
78;18;.;.;.;31.1805;2;.;1;100;100;2;2;2;19.3;31.1805;55;1.4023;4.856;134.946;0.0077169
91;3;625;.;.;.;.;.;1;25;25;1;1;2;25.4;.;55;0.13913;8.442;128.3745;0
91;4;625;2;1;.;.;.;1;25;25;1;1;2;25;.;55;0.13913;8.442;128.3745;0
91;7;650;1;1;.;.;.;1;25;25;1;1;2;26.4;.;55;0.13913;8.442;128.3745;0
91;9;675;1;1;.;.;.;1;25;25;1;1;2;26.5;.;55;0.13913;8.442;128.3745;0
91;11;625;2;1;.;.;.;1;25;25;1;1;2;25.1;.;55;0.13913;8.442;128.3745;0
91;14;650;1;1;.;.;.;1;25;25;1;1;2;25.8;.;55;0.13913;8.442;128.3745;0
91;16;675;.;.;.;.;.;1;25;25;1;1;2;26.7;.;55;0.13913;8.442;128.3745;0
91;0;.;.;.;128.3745;2;.;1;25;25;1;1;2;26.1;.;55;0.13913;8.442;128.3745;0
91;30;.;.;.;1201.6105;2;.;1;25;25;1;1;2;25;1201.6105;55;0.13913;8.442;128.3745;0
91;28;.;.;.;1182.762;2;.;1;25;25;1;1;2;25.1;1182.762;55;0.13913;8.442;128.3745;0
91;25;.;.;.;958.9855;2;.;1;25;25;1;1;2;25.2;958.9855;55;0.13913;8.442;128.3745;0
91;23;.;.;.;794.7045;2;.;1;25;25;1;1;2;26.5;794.7045;55;0.13913;8.442;128.3745;0
91;21;.;.;.;562.277;2;.;1;25;25;1;1;2;26;562.277;55;0.13913;8.442;128.3745;0
91;18;.;.;.;437.382;2;.;1;25;25;1;1;2;25.5;437.382;55;0.13913;8.442;128.3745;0
91;16;.;.;.;349.272;2;.;1;25;25;1;1;2;26.7;349.272;55;0.13913;8.442;128.3745;0
91;14;.;.;.;301.806;2;.;1;25;25;1;1;2;25.8;301.806;55;0.13913;8.442;128.3745;0
91;11;.;.;.;294.4;2;.;1;25;25;1;1;2;25.1;294.4;55;0.13913;8.442;128.3745;0
91;9;.;.;.;243.089;2;.;1;25;25;1;1;2;26.5;243.089;55;0.13913;8.442;128.3745;0
91;4;.;.;.;222.912;2;.;1;25;25;1;1;2;25;222.912;55;0.13913;8.442;128.3745;0
91;7;.;.;.;204.768;2;.;1;25;25;1;1;2;26.4;204.768;55;0.13913;8.442;128.3745;0
91;2;.;.;.;135.8165;2;.;1;25;25;1;1;2;25.4;135.8165;55;0.13913;8.442;128.3745;0
94;0;.;.;.;77.2475;2;.;1;0;0;2;0;2;18.3;.;55;1.4;3.87;77.2475;0.0077169
94;3;0;.;.;.;.;.;1;0;0;2;0;2;18.2;.;55;1.4;3.87;77.2475;0.0077169
94;4;0;2;1;.;.;.;1;0;0;2;0;2;18.5;.;55;1.4;3.87;77.2475;0.0077169
94;7;0;1;1;.;.;.;1;0;0;2;0;2;18.3;.;55;1.4;3.87;77.2475;0.0077169
94;9;0;1;1;.;.;.;1;0;0;2;0;2;18.7;.;55;1.4;3.87;77.2475;0.0077169
94;11;0;2;1;.;.;.;1;0;0;2;0;2;17.9;.;55;1.4;3.87;77.2475;0.0077169
94;14;0;1;1;.;.;.;1;0;0;2;0;2;18.4;.;55;1.4;3.87;77.2475;0.0077169
94;16;0;.;.;.;.;.;1;0;0;2;0;2;18.2;.;55;1.4;3.87;77.2475;0.0077169
94;30;.;.;.;576.24;2;.;1;0;0;2;0;2;19.2;576.24;55;1.4;3.87;77.2475;0.0077169
94;28;.;.;.;555.131;2;.;1;0;0;2;0;2;20;555.131;55;1.4;3.87;77.2475;0.0077169
94;25;.;.;.;426.4715;2;.;1;0;0;2;0;2;20.3;426.4715;55;1.4;3.87;77.2475;0.0077169
94;23;.;.;.;405.769;2;.;1;0;0;2;0;2;20.2;405.769;55;1.4;3.87;77.2475;0.0077169
94;18;.;.;.;389.207;2;.;1;0;0;2;0;2;18.7;389.207;55;1.4;3.87;77.2475;0.0077169
94;21;.;.;.;389.207;2;.;1;0;0;2;0;2;20;389.207;55;1.4;3.87;77.2475;0.0077169
94;16;.;.;.;306.936;2;.;1;0;0;2;0;2;18.2;306.936;55;1.4;3.87;77.2475;0.0077169
94;11;.;.;.;264.654;2;.;1;0;0;2;0;2;17.9;264.654;55;1.4;3.87;77.2475;0.0077169
94;14;.;.;.;264.654;2;.;1;0;0;2;0;2;18.4;264.654;55;1.4;3.87;77.2475;0.0077169
94;9;.;.;.;189.486;2;.;1;0;0;2;0;2;18.7;189.486;55;1.4;3.87;77.2475;0.0077169
94;7;.;.;.;165.528;2;.;1;0;0;2;0;2;18.3;165.528;55;1.4;3.87;77.2475;0.0077169
94;4;.;.;.;125.316;2;.;1;0;0;2;0;2;18.5;125.316;55;1.4;3.87;77.2475;0.0077169
94;2;.;.;.;88.4835;2;.;1;0;0;2;0;2;18.2;88.4835;55;1.4;3.87;77.2475;0.0077169
95;0;.;.;.;186.2;2;.;1;0;0;2;0;2;22.3;.;55;1.4;3.87;186.2;0.0077169
95;3;0;.;.;.;.;.;1;0;0;2;0;2;23;.;55;1.4;3.87;186.2;0.0077169
95;4;0;2;1;.;.;.;1;0;0;2;0;2;22.4;.;55;1.4;3.87;186.2;0.0077169
95;7;0;1;1;.;.;.;1;0;0;2;0;2;23.6;.;55;1.4;3.87;186.2;0.0077169
95;9;0;1;1;.;.;.;1;0;0;2;0;2;24.1;.;55;1.4;3.87;186.2;0.0077169
95;11;0;2;1;.;.;.;1;0;0;2;0;2;22.7;.;55;1.4;3.87;186.2;0.0077169
95;14;0;1;1;.;.;.;1;0;0;2;0;2;23.6;.;55;1.4;3.87;186.2;0.0077169
95;16;0;.;.;.;.;.;1;0;0;2;0;2;23.3;.;55;1.4;3.87;186.2;0.0077169
95;21;.;.;.;2346.616;2;.;1;0;0;2;0;2;23.3;2346.616;55;1.4;3.87;186.2;0.0077169
95;18;.;.;.;1675.872;2;.;1;0;0;2;0;2;23.3;1675.872;55;1.4;3.87;186.2;0.0077169
95;16;.;.;.;1131.184;2;.;1;0;0;2;0;2;23.3;1131.184;55;1.4;3.87;186.2;0.0077169
95;14;.;.;.;919.6;2;.;1;0;0;2;0;2;23.6;919.6;55;1.4;3.87;186.2;0.0077169
95;11;.;.;.;730.08;2;.;1;0;0;2;0;2;22.7;730.08;55;1.4;3.87;186.2;0.0077169
95;9;.;.;.;724.672;2;.;1;0;0;2;0;2;24.1;724.672;55;1.4;3.87;186.2;0.0077169
95;7;.;.;.;624.26;2;.;1;0;0;2;0;2;23.6;624.26;55;1.4;3.87;186.2;0.0077169
95;4;.;.;.;429.3;2;.;1;0;0;2;0;2;22.4;429.3;55;1.4;3.87;186.2;0.0077169
95;2;.;.;.;246.42;2;.;1;0;0;2;0;2;23;246.42;55;1.4;3.87;186.2;0.0077169
98;3;175;.;.;.;.;.;1;6.25;6.25;1;1;2;28;.;55;0.13744;9.7878;183.2985;0
98;4;168.75;2;1;.;.;.;1;6.25;6.25;1;1;2;27;.;55;0.13744;9.7878;183.2985;0
